weekly_hours,coding_months,money_spent,employed_dev,career_interests,expected_salary,willing_relocate,last_year_income,age,region,education_level,field_of_study,marital_status,disability_benefits,home_internet
1.0,1.0,0.0,0,Mobile Developer,2499,Maybe,1000.0,52.0,Europe and Central Asia,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
1.0,3.0,0.0,0,Full-Stack Web Developer,2499,Maybe,5999.0,25.0,South Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
24.0,96.0,500.0,1,Full-Stack Web Developer,39999,Maybe,8499.0,29.0,Middle East and North Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
40.0,3.0,0.0,0,Data Scientist,7499,No,8499.0,29.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
6.0,1.0,100.0,0,Mobile Developer,62499,Yes,32499.0,51.0,Southeast Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
5.0,4.0,20.0,0,Full-Stack Web Developer,87499,Yes,1000.0,29.0,Sub-Saharan Africa,Bachelor’s degree,"Environmental science (e.g., earth sciences, sustainability)","Single, never married",0,0
14.0,60.0,0.0,1,Back-End Web Developer,2499,Yes,1999.0,23.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
20.0,7.0,3000.0,0,Project manager,39999,Maybe,32499.0,43.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
2.0,24.0,0.0,0,User Experience Designer,24999,Maybe,8499.0,27.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
20.0,3.0,100.0,0,Data Scientist,39999,No,44999.0,34.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
12.0,6.0,4000.0,0,Information Security,24999,Yes,17499.0,34.0,Europe and Central Asia,High school diploma or equivalent (GED),"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
4.0,60.0,0.0,1,Full-Stack Web Developer,87499,No,67499.0,55.0,Latin America and Caribbean,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
60.0,5.0,0.0,0,Data Scientist,7499,Yes,3999.0,22.0,Europe and Central Asia,Some high school,I didn't attend a university,"Single, never married",0,1
16.0,4.0,1000.0,0,Full-Stack Web Developer,2499,Yes,17499.0,32.0,Sub-Saharan Africa,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
20.0,4.0,2000.0,1,"Front-End for now, in the future, i'll see",15499,Maybe,1999.0,34.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
15.0,2.0,50.0,0,Front-End Web Developer,2499,Yes,1000.0,34.0,Europe and Central Asia,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Divorced,0,1
40.0,24.0,500.0,1,Full-Stack Web Developer,15499,Yes,12499.0,34.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
20.0,3.0,200.0,0,Data Engineer,87499,Yes,1999.0,20.0,Middle East and North Africa,Some high school,I didn't attend a university,"Single, never married",0,1
5.0,96.0,0.0,0,Data Scientist,62499,Yes,44999.0,28.0,Europe and Central Asia,Ph.D.,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
2.0,0.0,0.0,0,Teacher / Trainer / Developer Evangelist,2499,No,1000.0,40.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Divorced,0,1
7.0,12.0,40.0,0,Full-Stack Web Developer,39999,Yes,54999.0,29.0,Europe and Central Asia,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
25.0,5.0,20.0,1,Full-Stack Web Developer,2499,Yes,1000.0,25.0,Middle East and North Africa,Bachelor’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,0
1.0,0.0,0.0,0,Information Security,112499,Yes,67499.0,30.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
30.0,0.0,0.0,0,Full-Stack Web Developer,39999,Maybe,44999.0,51.0,North America,"Some college credit, no degree",Undecided or no major,Married or domestic partnership,0,1
2.0,0.0,200.0,0,Full-Stack Web Developer,7499,Maybe,12499.0,34.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
15.0,0.0,0.0,0,Front-End Web Developer,15499,Yes,1000.0,32.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","Communications (e.g., journalism, TV production)","Single, never married",0,1
3.0,6.0,200.0,0,Data Engineer,142499,Yes,1999.0,34.0,Sub-Saharan Africa,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
12.0,3.0,300.0,0,Data Scientist,24999,Yes,17499.0,47.0,Europe and Central Asia,Associate’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
5.0,1.0,20.0,1,Data Scientist,39999,Yes,1000.0,25.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
7.0,6.0,85.0,0,Ingenieria de sistemas,2499,Yes,1999.0,22.0,Latin America and Caribbean,Some high school,"Computer science, computer engineering, or software engineering","Single, never married",0,1
7.0,12.0,0.0,0,Information Security,7499,Maybe,1000.0,18.0,Southeast Asia,Some high school,"Computer science, computer engineering, or software engineering","Single, never married",0,1
35.0,13.0,200.0,0,Front-End Web Developer,7499,Yes,1999.0,25.0,Sub-Saharan Africa,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
7.0,0.0,0.0,0,Game Developer,39999,Yes,12499.0,26.0,Europe and Central Asia,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,0
6.0,6.0,5.0,0,"Front end, Back end, Full-stack,Information Security, User Design, Devops and System Admin",39999,No,22499.0,42.0,Europe and Central Asia,Master's degree (non-professional),Undecided or no major,Separated,0,1
0.0,0.0,0.0,0,Back-End Web Developer,62499,Yes,5999.0,24.0,Latin America and Caribbean,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
3.0,12.0,0.0,0,User Experience Designer,87499,Yes,67499.0,23.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
5.0,3.0,0.0,0,Full-Stack Web Developer,39999,Yes,12499.0,33.0,East Asia and Pacific,"Some college credit, no degree","Information systems, information technology, or system administration",Married or domestic partnership,0,1
40.0,36.0,400.0,0,Front-End Web Developer,7499,Yes,5999.0,37.0,Latin America and Caribbean,"Some college credit, no degree","Information systems, information technology, or system administration AND Education",Married or domestic partnership,0,1
6.0,18.0,0.0,0,Full-Stack Web Developer,142499,Maybe,5999.0,26.0,Southeast Asia,Bachelor’s degree,"A health science (e.g., nursing, pharmacy, radiology)","Single, never married",0,1
4.0,60.0,0.0,1,Full-Stack Web Developer,39999,Maybe,22499.0,35.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
20.0,1.0,0.0,0,Full-Stack Web Developer,62499,Yes,44999.0,34.0,North America,Associate’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
4.0,5.0,0.0,0,Teacher / Trainer / Developer Evangelist,87499,Yes,12499.0,30.0,Southeast Asia,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,0
2.0,12.0,10.0,0,Data Scientist,7499,No,8499.0,28.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,0
5.0,6.0,0.0,0,Full-Stack Web Developer,24999,Yes,1000.0,38.0,Latin America and Caribbean,Bachelor’s degree,Human Resources,Married or domestic partnership,0,1
25.0,36.0,60.0,0,Data Scientist,7499,I am not interested in a software development career,1000.0,23.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
25.0,2.0,0.0,0,Mobile Developer,39999,Yes,3999.0,27.0,Latin America and Caribbean,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
2.0,3.0,0.0,0,Front-End Web Developer,7499,Maybe,3999.0,31.0,South Asia,"Professional degree (MBA, MD, JD, etc.)","A health science (e.g., nursing, pharmacy, radiology)",Married or domestic partnership,0,1
2.0,2.0,0.0,0,User Experience Designer,39999,Yes,1999.0,22.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
20.0,2.0,0.0,0,Full-Stack Web Developer,62499,Yes,3999.0,24.0,Middle East and North Africa,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
2.0,6.0,70.0,0,User Experience Designer,15499,Maybe,3999.0,24.0,East Asia and Pacific,Bachelor’s degree,Language education,"Single, never married",0,1
10.0,3.0,40.0,0,Data Engineer,39999,Yes,12499.0,20.0,East Asia and Pacific,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
4.0,1.0,0.0,1,Data Scientist,62499,Yes,12499.0,33.0,Sub-Saharan Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
0.0,0.0,0.0,0,Mobile Developer,39999,Maybe,3999.0,28.0,Sub-Saharan Africa,Bachelor’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
6.0,120.0,4000.0,1,Full-Stack Web Developer,15499,Maybe,27499.0,47.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
10.0,24.0,0.0,0,DevOps / SysAdmin,62499,Maybe,44999.0,25.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,1
8.0,1.0,300.0,0,Information Security,15499,Yes,8499.0,27.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
5.0,0.0,0.0,0,Data Engineer,62499,Yes,22499.0,25.0,North America,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
30.0,6.0,1000.0,0,Full-Stack Web Developer,7499,Yes,1999.0,24.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
6.0,2.0,0.0,0,Mobile Developer,62499,Yes,22499.0,32.0,North America,"Some college credit, no degree",Mathematics or statistics,Divorced,0,1
4.0,4.0,200.0,0,Data Scientist,62499,Yes,54999.0,34.0,North America,Master's degree (non-professional),Education,"Single, never married",0,1
10.0,0.0,0.0,0,I am not interested in a software development career,2499,I am not interested in a software development career,82499.0,40.0,Europe and Central Asia,"Some college credit, no degree",I didn't attend a university,Married or domestic partnership,0,1
3.0,24.0,500.0,0,Back-End Web Developer,15499,Maybe,12499.0,28.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
15.0,6.0,500.0,0,Full-Stack Web Developer,87499,Maybe,12499.0,36.0,Middle East and North Africa,Master's degree (non-professional),"A health science (e.g., nursing, pharmacy, radiology)",Married or domestic partnership,0,1
6.0,8.0,0.0,0,Game Developer,15499,Maybe,8499.0,32.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
3.0,8.0,100.0,0,Full-Stack Web Developer,62499,Yes,37499.0,23.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
20.0,24.0,0.0,1,Information Security,87499,Yes,1999.0,20.0,Southeast Asia,Some high school,I didn't attend a university,"Single, never married",0,0
20.0,7.0,12.0,1,Front-End Web Developer,15499,Maybe,3999.0,31.0,Sub-Saharan Africa,Bachelor’s degree,Library and information science,Married or domestic partnership,0,1
35.0,6.0,0.0,0,Full-Stack Web Developer,62499,Maybe,44999.0,36.0,North America,Bachelor’s degree,"Communications (e.g., journalism, TV production)","Single, never married",0,1
10.0,1.0,120.0,0,Data Scientist,87499,Yes,67499.0,30.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
10.0,18.0,10.0,0,Information Security,87499,Yes,17499.0,18.0,Middle East and North Africa,Associate’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
3.0,54.0,5000.0,1,Front-End Web Developer,62499,No,82499.0,31.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
10.0,60.0,3000.0,0,Full-Stack Web Developer,87499,Maybe,44999.0,57.0,North America,Associate’s degree,Web development or web design,Divorced,0,1
4.0,0.0,0.0,0,Why isn't this question multiple choice ?,87499,Yes,,18.0,Europe and Central Asia,High school diploma or equivalent (GED),I'm in the process of application,"Single, never married",0,1
25.0,84.0,0.0,0,Full-Stack Web Developer,62499,Yes,17499.0,27.0,North America,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
15.0,4.0,50.0,0,Front-End Web Developer,39999,No,12499.0,34.0,Latin America and Caribbean,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
2.0,1.0,0.0,0,I am not interested in a software development career,2499,I am not interested in a software development career,179999.0,42.0,North America,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
10.0,1.0,0.0,0,Full-Stack Web Developer,39999,Maybe,1000.0,36.0,Latin America and Caribbean,"Some college credit, no degree","Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
10.0,24.0,180.0,0,Full-Stack Web Developer,39999,Maybe,22499.0,25.0,North America,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)","Single, never married",0,1
10.0,3.0,0.0,0,Information Security,62499,Yes,27499.0,20.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
0.0,0.0,0.0,0,User Experience Designer,39999,Maybe,1999.0,27.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
20.0,50.0,0.0,0,DevOps / SysAdmin,39999,Maybe,1000.0,20.0,Europe and Central Asia,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,0.0,0.0,0,Mobile Developer,87499,No,54999.0,55.0,North America,Master's degree (non-professional),"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Married or domestic partnership,0,1
10.0,1.0,0.0,0,Front-End Web Developer,62499,Maybe,1999.0,21.0,North America,Bachelor’s degree,"A health science (e.g., nursing, pharmacy, radiology)","Single, never married",0,1
0.0,1.0,20.0,0,Full-Stack Web Developer,87499,Yes,12499.0,23.0,North America,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
10.0,1.0,0.0,0,Data Scientist,87499,Maybe,1000.0,32.0,Sub-Saharan Africa,Some high school,I didn't attend a university,"Single, never married",0,0
4.0,1.0,0.0,0,Front-End Web Developer,62499,Yes,,27.0,Latin America and Caribbean,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
2.0,3.0,150.0,0,Data Scientist,24999,No,22499.0,29.0,Europe and Central Asia,Master's degree (non-professional),Urban Planning,Married or domestic partnership,0,1
1.0,12.0,0.0,0,Full-Stack Web Developer,39999,Yes,12499.0,30.0,Europe and Central Asia,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
20.0,1.0,40.0,0,Full-Stack Web Developer,62499,Maybe,82499.0,27.0,North America,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
20.0,4.0,0.0,0,Full-Stack Web Developer,62499,Yes,139999.0,28.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
20.0,5.0,100.0,0,Data Scientist,39999,Yes,12499.0,38.0,Latin America and Caribbean,"Trade, technical, or vocational training","A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
6.0,6.0,150.0,0,Full-Stack Web Developer,39999,Yes,17499.0,30.0,North America,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
12.0,1.0,600.0,0,User Experience Designer,62499,Yes,17499.0,32.0,Southeast Asia,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
8.0,1.0,0.0,0,I'm not sure yet,62499,Maybe,54999.0,28.0,North America,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)",Separated,0,1
12.0,6.0,300.0,0,Full-Stack Web Developer,62499,Yes,54999.0,31.0,North America,Associate’s degree,I didn't attend a university,Married or domestic partnership,0,1
0.0,0.0,0.0,0,i dont know,24999,Maybe,1999.0,23.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
2.0,2.0,200.0,0,Game Developer,112499,Yes,104999.0,35.0,North America,"Some college credit, no degree","Information systems, information technology, or system administration",Married or domestic partnership,0,1
60.0,2.0,300.0,0,Full-Stack Web Developer,62499,Maybe,44999.0,34.0,North America,"Trade, technical, or vocational training","Fine arts or performing arts (e.g., graphic design, music, studio, art)",Divorced,0,1
0.0,0.0,0.0,0,Not Sure,62499,Yes,44999.0,36.0,North America,Bachelor’s degree,Music Business,Married or domestic partnership,0,1
8.0,3.0,150.0,0,Full-Stack Web Developer,62499,Maybe,,21.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,1.0,0.0,0,Back-End Web Developer,87499,Maybe,17499.0,31.0,Latin America and Caribbean,"Professional degree (MBA, MD, JD, etc.)","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
2.0,2.0,0.0,0,Front-End Web Developer,7499,No,5999.0,54.0,Sub-Saharan Africa,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,0
0.0,0.0,0.0,0,"Not sure yet, depends on what I learn here!",112499,Maybe,22499.0,33.0,North America,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
5.0,0.0,0.0,0,Full-Stack Web Developer,87499,Maybe,54999.0,26.0,North America,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
1.0,48.0,0.0,0,Data Engineer,87499,Yes,1999.0,30.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
6.0,3.0,500.0,0,Full-Stack Web Developer,7499,Maybe,1000.0,35.0,South Asia,No high school (secondary school),"Computer science, computer engineering, or software engineering",Married or domestic partnership,1,1
2.0,0.0,100.0,0,User Experience Designer,2499,I am not interested in a software development career,5999.0,33.0,North America,Master's degree (non-professional),"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
10.0,7.0,100.0,0,Back-End Web Developer,62499,Yes,1000.0,22.0,Sub-Saharan Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
3.0,2.0,150.0,0,I am not interested in a software development career,87499,Maybe,22499.0,29.0,North America,Associate’s degree,"A health science (e.g., nursing, pharmacy, radiology)","Single, never married",0,1
15.0,3.0,0.0,0,Data Scientist,39999,Yes,8499.0,24.0,Southeast Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
15.0,12.0,2000.0,0,Information Security,62499,Yes,8499.0,31.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
20.0,0.0,0.0,0,Full-Stack Web Developer,62499,Maybe,37499.0,36.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
14.0,2.0,9000.0,1,Data Scientist,62499,Yes,3999.0,28.0,Latin America and Caribbean,"Trade, technical, or vocational training",I didn't attend a university,Married or domestic partnership,0,1
10.0,7.0,0.0,0,Full-Stack Web Developer,15499,Yes,1000.0,23.0,Latin America and Caribbean,High school diploma or equivalent (GED),"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
2.0,0.5,0.0,0,Front-End Web Developer,62499,Yes,67499.0,24.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
30.0,2.0,900.0,0,Front-End Web Developer,87499,Yes,82499.0,33.0,North America,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
2.0,0.0,0.0,0,Data Engineer,62499,Maybe,22499.0,44.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",1,1
10.0,10.0,100.0,0,Full-Stack Web Developer,2499,Yes,1000.0,53.0,South Asia,Ph.D.,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
18.0,1.0,0.0,0,Mobile Developer,2499,Yes,5999.0,33.0,Middle East and North Africa,High school diploma or equivalent (GED),Technical Diploma X-Ray Department ,"Single, never married",0,0
10.0,6.0,200.0,0,Product Manager,62499,I am not interested in a software development career,104999.0,40.0,North America,Bachelor’s degree,"Information systems, information technology, or system administration",Married or domestic partnership,0,1
10.0,1.0,0.0,0,Mobile Developer,62499,Maybe,22499.0,30.0,North America,"Trade, technical, or vocational training",I didn't attend a university,"Single, never married",0,1
2.0,72.0,100.0,0,Any of the above,39999,Yes,1000.0,44.0,Europe and Central Asia,Associate’s degree,"International History and Politics, Psychology, Computing & IT","Single, never married",0,1
20.0,0.0,0.0,0,Back-End Web Developer,39999,Maybe,22499.0,24.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
30.0,12.0,1000.0,0,Front-End Web Developer,7499,No,17499.0,33.0,Europe and Central Asia,High school diploma or equivalent (GED),Web development or web design,Married or domestic partnership,0,1
3.0,12.0,145.0,0,Full-Stack Web Developer,7499,Yes,1000.0,17.0,Sub-Saharan Africa,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
5.0,12.0,0.0,0,Data Scientist,87499,Maybe,12499.0,27.0,Southeast Asia,Bachelor’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
20.0,12.0,200.0,0,Full-Stack Web Developer,7499,Yes,3999.0,27.0,Sub-Saharan Africa,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
0.0,120.0,500.0,1,Mobile Developer,7499,No,3999.0,35.0,Sub-Saharan Africa,Associate’s degree,"Information systems, information technology, or system administration","Single, never married",0,1
10.0,24.0,0.0,0,Game Developer,2499,Yes,1000.0,23.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
3.0,120.0,0.0,0,entrepreneur/ everything ,112499,No,37499.0,34.0,East Asia and Pacific,Some high school,I didn't attend a university,"Single, never married",1,1
15.0,48.0,1000.0,0,Information Security,39999,No,22499.0,35.0,Europe and Central Asia,Master's degree (non-professional),"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
14.0,48.0,1300.0,0,Game Developer,15499,Yes,12499.0,20.0,Sub-Saharan Africa,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
20.0,6.0,0.0,1,Back-End Web Developer,2499,Yes,1999.0,22.0,Middle East and North Africa,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
5.0,10.0,0.0,0,Teacher / Trainer / Developer Evangelist,7499,Maybe,5999.0,40.0,East Asia and Pacific,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
10.0,2.0,100.0,1,Full-Stack Web Developer,2499,Yes,1000.0,24.0,Sub-Saharan Africa,Associate’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
30.0,1.0,80.0,0,Front-End Web Developer,62499,Yes,54999.0,33.0,Europe and Central Asia,"Some college credit, no degree","A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
14.0,0.0,0.0,0,Data Engineer,7499,Yes,12499.0,25.0,Europe and Central Asia,Some high school,I didn't attend a university,"Single, never married",0,1
10.0,36.0,0.0,0,Data Scientist,62499,Yes,54999.0,23.0,North America,Bachelor’s degree,Mathematics or statistics,"Single, never married",0,1
10.0,8.0,0.0,0,Full-Stack Web Developer,62499,Yes,17499.0,24.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
10.0,240.0,500.0,1,Full-Stack Web Developer,39999,Maybe,17499.0,38.0,Middle East and North Africa,Some high school,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
50.0,7.0,0.0,0,Full-Stack Web Developer,62499,Yes,54999.0,43.0,Europe and Central Asia,Master's degree (non-professional),I have two degrees - marketing and computer science,"Single, never married",0,1
32.0,15.0,10.0,0,Full-Stack Web Developer,62499,Maybe,1999.0,21.0,South Asia,"Some college credit, no degree",I didn't attend a university,"Single, never married",0,1
3.0,0.0,25.0,0,Front-End Web Developer,7499,Yes,1000.0,30.0,Europe and Central Asia,Master's degree (non-professional),"A business discipline (e.g., accounting, finance, marketing)",Widowed,0,0
8.0,24.0,250.0,0,Back-End Web Developer,39999,Maybe,44999.0,43.0,North America,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,1
6.0,2.0,1000.0,0,Data Engineer,39999,Maybe,32499.0,55.0,Europe and Central Asia,"Some college credit, no degree","Another engineering discipline (e.g., civil, electrical, mechanical)",Separated,0,1
3.0,0.0,0.0,0,Not sure ,39999,Maybe,27499.0,25.0,North America,"Some college credit, no degree",Undecided or no major,"Single, never married",0,1
0.0,0.0,0.0,0,Product Manager,15499,Yes,3999.0,26.0,South Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
30.0,12.0,1000.0,0,Front-End Web Developer,24999,Maybe,17499.0,36.0,Europe and Central Asia,Some high school,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
35.0,1.0,0.0,0,Front-End Web Developer,62499,Yes,1000.0,19.0,Middle East and North Africa,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
20.0,36.0,0.0,0,Full-Stack Web Developer,39999,No,22499.0,23.0,North America,"Trade, technical, or vocational training","Information systems, information technology, or system administration","Single, never married",0,1
7.0,1.0,5.0,0,Full-Stack Web Developer,2499,Maybe,8499.0,23.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,0
10.0,1.0,0.0,0,QA tester or Game Developer,39999,No,32499.0,32.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
8.0,1.0,100.0,0,Front-End Web Developer,62499,Maybe,37499.0,24.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
12.0,8.0,0.0,0,Penetration Testing,24999,Yes,8499.0,34.0,Sub-Saharan Africa,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)",Divorced,0,0
0.0,0.0,0.0,0,User Experience Designer,62499,Maybe,5999.0,18.0,East Asia and Pacific,High school diploma or equivalent (GED),"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
12.0,48.0,35000.0,1,DevOps / SysAdmin,112499,No,139999.0,43.0,Europe and Central Asia,"Professional degree (MBA, MD, JD, etc.)","Information systems, information technology, or system administration",Married or domestic partnership,0,1
